Status,Fit Category,Fit Score,Opportunity Stage,Opportunity Title,Agency,Office,Notice Type,Notice ID,Solicitation Number,Due Date,Days Until Due,NAICS,PSC,Set-Aside,Place of Performance,Contract Value / Ceiling,Contract Value Source Text,Why It Fits Butler,Feasibility Concern,Recommended Next Step,SeaPort / Vehicle Required,Eligibility Status,Eligibility Requirement,Prime Feasibility,Subcontract / Teaming Path,Eligibility Notes,SAM.gov Link,Attachment Links,Contact Name,Contact Email,Search Source,Refresh Status,Data Confidence,Rejection Reason,Raw Notice Type,Matched Negative Keywords,Capacity / Logging Notes
Rejected,D,-2,RFP / Solicitation,Traffic Study and Safety Consulting Services,"ENERGY, DEPARTMENT OF.ENERGY, DEPARTMENT OF.BROOKHAVEN NATL LAB -DOE CONTRACTOR",,Solicitation,11b9ec6e6b9d46ddb722c6fc5eb961e0,SJ482107,2026-08-14,9,541330,R425,No Set aside used,"Upton, New York, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/11b9ec6e6b9d46ddb722c6fc5eb961e0/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/242f4169e4ea49408309872b8d9e74fe/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2d1173c653b9438e99942d96bb2a5dc9/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/32093109ffa74e23aa96e02374a31887/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/33d865d439bc4ffa8a9fb3915fe90585/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/358494e6f1494d03b385b924d79b2470/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4c3ec6532f2d44ca9da84836a754d132/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7a6fa1413ff14c1f9ae0b55b72429365/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ac670a6ccdf843d9b6cfedf68397fe87/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=11b9ec6e6b9d46ddb722c6fc5eb961e0&limit=1'}",Stephen Johnston,sjohnston@bnl.gov,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,-2,Low-Feasibility / J&A,"Notice of Intent to Award Sole Source: SAP IT Destruction-Eglin AFB, FL",DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE TEST CENTER.FA2823  AFTC PZIO,,Special Notice,cd36761a52064f59b4cd4e488b6060d1,,2026-08-14,9,541330,R616,8(a) Sole Source (FAR 19.8),"0, Florida, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: air force. Attachment text was included in the screen.,Sole-source/OEM/brand-name restriction detected,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime unlikely,Monitor as a direct pursuit unless attachments indicate otherwise.,sole source,https://sam.gov/workspace/contract/opp/cd36761a52064f59b4cd4e488b6060d1/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/be11b002263c4b4288be9bd76380191c/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=cd36761a52064f59b4cd4e488b6060d1&limit=1'}",Sierra Prindle,sierra.prindle.1@us.af.mil,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,special notice,,Attachment text read
Rejected,D,5,Sources Sought / RFI,CNSL N43 Maintenance University Services,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC NORFOLK.NAVSUP FLT LOG CTR NORFOLK,,Sources Sought,ac8c3204bc704372884c1f05e40a11d1,A031631-0001,2026-08-14,9,541330,R425,,"Norfolk, Virginia, UNITED STATES",Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: mbe, navy, navsup. Attachment text was included in the screen.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/ac8c3204bc704372884c1f05e40a11d1/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5eb53821ad144ec986d4d30e1788c60e/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6cc7f3973f88498a961c75e39c79baac/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=ac8c3204bc704372884c1f05e40a11d1&limit=1'}",Bridget Crouch,bridget.m.crouch.civ@us.navy.mil,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Hard reject: dam,sources sought,,Attachment text read; Attachment text read
Rejected,D,-2,Special Notice,"Purity Specifications, Storage and Distribution for Medications Development","HEALTH AND HUMAN SERVICES, DEPARTMENT OF.NATIONAL INSTITUTES OF HEALTH",,Special Notice,de59e3aea58d42f7a64eb45185acdd2d,75N98026R00136,2026-08-14,9,541715,AN22,,"Bethesda, Maryland, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/de59e3aea58d42f7a64eb45185acdd2d/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/78a1f215c24945bf96a6f397a4468bf6/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=de59e3aea58d42f7a64eb45185acdd2d&limit=1'}",Polina Klimenkova,polina.klimenkova@nih.gov,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,special notice,,Attachment text read
Rejected,D,-2,RFP / Solicitation,Cytokine Profiling,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.NATIONAL INSTITUTES OF HEALTH.NATIONAL INSTITUTES OF HEALTH OLAO",,Solicitation,4252ed0dc06c49b0b76a429a99d92730,75N98026Q00913,2026-08-14,9,541715,H968,No Set aside used,"Durham, North Carolina, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/4252ed0dc06c49b0b76a429a99d92730/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/eb0cec91e63d4becb2b67e2fedf59d0d/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=4252ed0dc06c49b0b76a429a99d92730&limit=1'}","WAGSTAFF, FRANCISCA K",wagstaff@nih.gov,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,combined synopsis/solicitation,,Attachment text read
Rejected,D,3,RFP / Solicitation,"16--MANIFOLD,UTILITY, IN REPAIR/MODIFICATION OF",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS PHILADELPHIA.NAVSUP WEAPON SYSTEMS SUPPORT,,Solicitation,1574c2a77614434bb08d3bce72a77ff6,N0038325RC580,2026-08-14,9,336413,1650,,,Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navsup.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/1574c2a77614434bb08d3bce72a77ff6/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=1574c2a77614434bb08d3bce72a77ff6&limit=1'}",Telephone: 2156976549,KIMBERLY.FLORES12.CIV@US.NAVY.MIL,Primary NAICS 336413,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,solicitation,,No downloadable attachment links found.
Rejected,D,3,RFP / Solicitation,Retrofit of Digital Red Switch System (DRSS) Production Support Assets,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVAIR.NAVAIR HQS.NAVAL AIR SYSTEMS COMMAND,,Solicitation,897a778ce9174f799dceb1a5839b7e65,N00019-26-RFPREQ-APM271-0083,2026-08-14,9,336413,5999,,"Richardson, Texas, UNITED STATES",Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navair.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/897a778ce9174f799dceb1a5839b7e65/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=897a778ce9174f799dceb1a5839b7e65&limit=1'}",Bezeyem Lemou,bezeyem.lemou.mil@us.navy.mil,Primary NAICS 336413,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,presolicitation,,No downloadable attachment links found.
Rejected,D,-5,RFP / Solicitation,B--WELL DRINKING WATER SAMPLE ANALYSIS,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.PACIFIC NW REGION PN 6615",,Solicitation,18e8df359ba34e45bb942a951d1a0ddc,140R1026Q0008,2026-08-14,9,541380,B533,Small Business Set Aside - Total,,Not stated,,Not a Butler-fit opportunity under the current conservative filter.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/18e8df359ba34e45bb942a951d1a0ddc/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=18e8df359ba34e45bb942a951d1a0ddc&limit=1'}","Garloch, Michael",mgarloch@usbr.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,presolicitation,,No downloadable attachment links found.
Rejected,D,-5,RFP / Solicitation,"Microbiological Analysis of Potable Water Samples, Modoc NF","AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.USDA FOREST SERVICE",,Solicitation,e89f1002797a4a3484457faf9493c6df,127EAY26Q0113,2026-08-14,9,541380,B533,Small Business Set Aside - Total,"California, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/e89f1002797a4a3484457faf9493c6df/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4b66c74a35b140809a564291660795ba/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/62f68594d64c4029b605ab770e86ea98/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d67122e452c647fcacea1afc77cd6979/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=e89f1002797a4a3484457faf9493c6df&limit=1'}",MARGARET FORREST,margaret.forrest@usda.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,combined synopsis/solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,-7,Low-Feasibility / J&A,Notice of Intent to Sole Source - Development and Validation of Epigenetic Aging Models for Northwest Atlantic Fish Species,"COMMERCE, DEPARTMENT OF.NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION",,Special Notice,7472de61171449baa6adb9a91fe615a8,REQUIREMENTS-26-2587NOI2SS,2026-08-14,9,541380,B534,No Set aside used,"Woods Hole, Massachusetts, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,Sole-source/OEM/brand-name restriction detected,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime unlikely,Monitor as a direct pursuit unless attachments indicate otherwise.,sole source; intent to sole source,https://sam.gov/workspace/contract/opp/7472de61171449baa6adb9a91fe615a8/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2fd02531264c4f36b512feca155a6638/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=7472de61171449baa6adb9a91fe615a8&limit=1'}",JAMIE ABU SHAKRAH,jamie.abushakrah@noaa.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,special notice,,Attachment text read
Rejected,D,-7,Low-Feasibility / J&A,68HERH21D0002 Notice of Intent to Sole Source Bridge,"ENVIRONMENTAL PROTECTION AGENCY.ENVIRONMENTAL PROTECTION AGENCY.LAND, ENFORCEMENT, AND AIR DIVISION",,Special Notice,5540c156db0947ce98672bb03152ac4c,68HERH21D0002_Notice_Of_Intent_to_Sole_Source_Bridge,2026-08-14,9,541380,B510,No Set aside used,UNITED STATES,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,Sole-source/OEM/brand-name restriction detected,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime unlikely,Monitor as a direct pursuit unless attachments indicate otherwise.,sole source; intent to sole source,https://sam.gov/workspace/contract/opp/5540c156db0947ce98672bb03152ac4c/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7b4e5b45e4b24125827bd69ca63add1b/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=5540c156db0947ce98672bb03152ac4c&limit=1'}",Heather Adams,adams.heather.m@epa.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High — attachment text read,Hard reject: bridge,special notice,,Attachment text read
Rejected,D,-5,RFP / Solicitation,Whole Genome Sequencing from Rainbow Trout blood samples,"AGRICULTURE, DEPARTMENT OF.AGRICULTURAL RESEARCH SERVICE.USDA ARS AFM APD",,Solicitation,3820a104bb3f469ea26526fa634964fe,1232SA26Q115,2026-08-14,9,541380,B516,Small Business Set Aside - Total,"Kearneysville, West Virginia, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/3820a104bb3f469ea26526fa634964fe/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0f638a349fb94ff694f4a1b58cdb3115/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=3820a104bb3f469ea26526fa634964fe&limit=1'}",Katelyn Nelson,katelyn.nelson@usda.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,combined synopsis/solicitation,,Attachment text read
Rejected,D,-7,Low-Feasibility / J&A,Notice of Intent to Award / Sole Source to Arizona Department of Human Services,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.INDIAN HEALTH SERVICE.NAVAJO AREA INDIAN HEALTH SVC",,Special Notice,8e12d05f5df24e189a1fd9bdff1398c4,IHS1527448,2026-08-14,9,541380,,,"Arizona, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,Sole-source/OEM/brand-name restriction detected,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime unlikely,Monitor as a direct pursuit unless attachments indicate otherwise.,sole source,https://sam.gov/workspace/contract/opp/8e12d05f5df24e189a1fd9bdff1398c4/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/85f3a869f1e245628513e480337cbd35/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=8e12d05f5df24e189a1fd9bdff1398c4&limit=1'}",Tanya Begay,tanya.begay2@ihs.gov,Primary NAICS 541380,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,special notice,,Attachment text read
Rejected,D,-2,RFP / Solicitation,Temporary Support Services,"STATE, DEPARTMENT OF.STATE, DEPARTMENT OF.US EMBASSY PARIS",,Solicitation,e2b7173f8e904e62ba1f25418de4bfa5,19FR6326R0007,2026-08-14,9,561210,R425,No Set aside used,"PARIS, FRANCE",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/e2b7173f8e904e62ba1f25418de4bfa5/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5498e23814524e6086df90d14af48cc3/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=e2b7173f8e904e62ba1f25418de4bfa5&limit=1'}",CRAIG N. DEATRICK,deatrickcn@state.gov,PSC R425,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,presolicitation,,Attachment text read
Rejected,D,-2,RFP / Solicitation,Annual Health & Safety Audit,ARCHITECT OF THE CAPITOL.ARCHITECT OF THE CAPITOL.ACQUISITION & MATERIAL MAN DIV,,Solicitation,8d7e8e41518b470ab8e858f066b5b4cc,AOCACB26R0033,2026-08-13,8,541330,H947,No Set aside used,"Washington, District of Columbia, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/8d7e8e41518b470ab8e858f066b5b4cc/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7b2287566c9f41369d624b6a62187f10/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=8d7e8e41518b470ab8e858f066b5b4cc&limit=1'}",Marcus Sims,marcus.sims@aoc.gov,Primary NAICS 541330,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,solicitation,,Attachment text read
Rejected,D,-5,Low-Feasibility / J&A,Notice of Intent to Sole Source to ODOS Consulting Inc.,DEPT OF DEFENSE.DEPT OF THE NAVY.SPAWAR.SPAWAR PACIFIC.NIWC PACIFIC,,Special Notice,99f17cb9ef2847c8a47e0dcd747d96ba,N6600126Q0125,2026-08-13,8,541330,R425,Service-Disabled Veteran-Owned Small Business (SDVOSB) Sole Source (FAR 19.14),,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: navy.,Sole-source/OEM/brand-name restriction detected; Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,sole source; intent to sole source; sdvosb; veteran-owned,https://sam.gov/workspace/contract/opp/99f17cb9ef2847c8a47e0dcd747d96ba/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=99f17cb9ef2847c8a47e0dcd747d96ba&limit=1'}",Jason Adame-Quenell,jason.adame-quenell.civ@us.navy.mil,Primary NAICS 541330,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,special notice,,No downloadable attachment links found.
Rejected,D,3,RFP / Solicitation,FA9453-21-S-0001-Call016 - Space Strategic Technology Institute (SSTI) - Space Cyber-Cognitive Overmatch (SCCO),DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE RESEARCH LABORATORY.FA9453  AFRL RVK,,Solicitation,8eb92a3b3b354fb696c9557ea1b37e4b,SSTI5_Call016,2026-08-13,8,541715,AC11,,UNITED STATES,Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: air force. Attachment text was included in the screen.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/8eb92a3b3b354fb696c9557ea1b37e4b/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/09f9dc9b5e4b409b859ab9dc1932a25f/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/133fe3ab28a84d15a731a2a4761ff08b/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/48443c03e5ed4747821da4a5ab6dcd00/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d2e87f7ddcd0495db4925be96215b433/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e8830f2ded074319856d6105ef0d6abc/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f33023440af04fb6ba77cd49048363ad/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=8eb92a3b3b354fb696c9557ea1b37e4b&limit=1'}",Lauren Rice,lauren.rice.3@spaceforce.mil,Primary NAICS 541715,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,solicitation,,Attachment text read; Attachment text read; Attachment text read
Rejected,D,3,RFP / Solicitation,FY26 Light Off Detector (LOD) Congressional Ad,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVAIR.NAVAIR HQS.NAVAL AIR SYSTEMS COMMAND,,Solicitation,bd55c5243dbe46089f1ba5c2483e131f,N00019-26-RFPREQ-TPM265-0073,2026-08-13,8,541715,AC13,No Set aside used,"Irvine, California, UNITED STATES",Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navair.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/bd55c5243dbe46089f1ba5c2483e131f/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=bd55c5243dbe46089f1ba5c2483e131f&limit=1'}",John Ryan,John.j.ryan390.civ@us.navy.mil,Primary NAICS 541715,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,presolicitation,,No downloadable attachment links found.
Rejected,D,3,RFP / Solicitation,"IRST Block II Full Rate Production (FRP) Lots 2 and 3 – Fuel Tank Assembly (FTA), Sensor Assembly Structure (SAS), and Final System Integration",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVAIR.NAVAIR HQS.NAVAL AIR SYSTEMS COMMAND,,Solicitation,d69bf92c1ca24b5a9f10d318678fb7eb,N00019-26-RFPREQ-TPM265-0576,2026-08-13,8,336413,1560,No Set aside used,"Saint Louis, Missouri, UNITED STATES",Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navair.",None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/d69bf92c1ca24b5a9f10d318678fb7eb/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=d69bf92c1ca24b5a9f10d318678fb7eb&limit=1'}",Gabrielle Blew,gabrielle.j.blew.civ@us.navy.mil,Primary NAICS 336413,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,presolicitation,,No downloadable attachment links found.
Rejected,D,-7,RFP / Solicitation,AV Equipment Upgrade for Split Conference Rooms,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NAVAL SURFACE WARFARE CENTER,,Solicitation,f755752efaf0442e9aa0733497a57913,N6426726Q5012,2026-08-13,8,541519,R425,Small Business Set Aside - Total,"Washington Navy Yard, District of Columbia, UNITED STATES",Not stated,,"Not a Butler-fit opportunity under the current conservative filter. Matched: navy, navsea. Attachment text was included in the screen.",Set-aside eligibility may limit prime feasibility,Ignore,No obvious vehicle restriction,Unknown — check Butler contract vehicles,Requires small-business set-aside eligibility.,Prime uncertain,Check whether Butler can qualify directly or should team with an eligible prime.,small business set aside,https://sam.gov/workspace/contract/opp/f755752efaf0442e9aa0733497a57913/view,"https://sam.gov/api/prod/opps/v3/opportunities/resources/files/109fdd8285134773b3e9b836cea5d855/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2c8dc89e34b1489987bb721a0fa3f31c/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3d3ab395cda343e2896ac29a7b80b1b8/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/731cd3cecba840deaae6563ebc100d41/download
https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9ddf49d57fef4a46935de193fe38b9ed/download
{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=f755752efaf0442e9aa0733497a57913&limit=1'}",BRIAN STAUB,BRIAN.A.STAUB2.CIV@US.NAVY.MIL,PSC R425,Partial Refresh — Capacity Reached,High — attachment text read,Below Butler-fit threshold,combined synopsis/solicitation,conference,Attachment text read; Attachment text read; Attachment text read
Rejected,D,3,Sources Sought / RFI,Monitoring and Evaluation of Russian River Coho Salmon,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SAN FRANCISCO.W075 ENDIST SAN FRAN,,Sources Sought,b114304e47534d9ba54f60a27ab48d35,W912P726S0013,2026-08-13,8,541690,R425,,"Geyserville, California, UNITED STATES",Not stated,,Not a Butler-fit opportunity under the current conservative filter. Matched: army.,None identified,Ignore,No obvious vehicle restriction,Not Applicable,No special eligibility found in SAM.gov fields.,Prime feasible,Monitor as a direct pursuit unless attachments indicate otherwise.,None detected,https://sam.gov/workspace/contract/opp/b114304e47534d9ba54f60a27ab48d35/view,"{'rel': 'self', 'href': 'https://api.sam.gov/prod/opportunities/v2/search?noticeid=b114304e47534d9ba54f60a27ab48d35&limit=1'}",Logan Champlin,logan.champlin@usace.army.mil,PSC R425,Partial Refresh — Capacity Reached,High,Below Butler-fit threshold,sources sought,,No downloadable attachment links found.
